Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
19,20,RL,66.0,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,468,1114,GasA,Ex,Y,SBrkr,0,1114,1,1,1,3,1,Gd,Typ,0,Detchd,Unf,2,TA,TA,Y,0,102,6,2008,WD,Normal,159000
573,60,RL,83.0,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,846,846,GasA,Gd,Y,SBrkr,846,1692,0,2,1,3,1,Gd,Typ,0,Attchd,RFn,2,TA,TA,Y,208,114,7,2009,New,Partial,224500
735,20,RL,70.01578947368421,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,948,948,GasA,TA,Y,SBrkr,0,948,0,1,0,3,1,TA,Typ,0,Attchd,Unf,1,TA,TA,Y,147,0,5,2007,WD,Family,108000
304,20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,894,GasA,TA,Y,SBrkr,0,894,1,1,0,3,1,TA,Typ,0,Attchd,Unf,2,TA,TA,Y,256,0,7,2006,WD,Abnorml,149900
580,50,RM,81.0,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1050,1050,GasA,Ex,N,FuseF,745,1795,0,2,0,4,1,TA,Typ,0,Attchd,Unf,1,Fa,TA,Y,0,0,11,2008,WD,Normal,131500
1365,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,600,600,GasA,Ex,Y,SBrkr,600,1200,0,2,1,2,1,Gd,Typ,0,Detchd,RFn,2,TA,TA,Y,0,166,4,2006,WD,Abnorml,144152
780,90,RL,78.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,975,GasA,TA,Y,SBrkr,0,1004,1,1,0,2,1,TA,Typ,0,Attchd,Unf,2,TA,TA,Y,0,0,5,2006,WD,Normal,135000
1150,70,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,26,650,GasA,Ex,Y,SBrkr,650,1482,0,1,0,3,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,0,7,2009,WD,Normal,143000
1256,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,459,884,GasA,TA,Y,FuseA,408,1367,0,1,0,3,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,0,0,11,2007,WD,Normal,127500
287,50,RL,77.0,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,312,912,GasA,TA,Y,SBrkr,649,1734,0,1,1,3,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,0,0,6,2006,WD,Normal,159000
346,50,RL,65.0,6435,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,972,972,GasA,Gd,Y,SBrkr,605,1577,0,1,0,3,1,Fa,Typ,1,Detchd,Unf,1,TA,TA,Y,0,0,10,2006,WD,Normal,140200
961,20,RL,50.0,7207,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,Unf,162,858,GasA,Gd,Y,SBrkr,0,858,1,1,0,2,1,TA,Typ,0,,,0,,,Y,117,0,2,2010,WD,Normal,116500
119,60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,203,1673,GasA,Gd,Y,SBrkr,1523,3222,1,3,0,5,1,Gd,Typ,2,Attchd,Unf,3,TA,TA,Y,367,0,5,2010,WD,Normal,320000
1205,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,268,1056,GasA,Ex,Y,SBrkr,0,1074,1,1,1,3,1,TA,Typ,0,Attchd,RFn,2,TA,TA,Y,0,88,7,2006,WD,Normal,153500
746,60,RL,70.01578947368421,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,487,1142,GasA,Ex,Y,SBrkr,1540,2715,0,3,1,4,1,Gd,Typ,2,BuiltIn,Fin,2,TA,TA,Y,0,204,7,2008,WD,Normal,299800
714,190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,171,960,GasW,TA,N,SBrkr,0,960,1,1,0,3,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,288,5,2006,WD,Normal,129000
1246,80,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,585,585,GasA,Ex,Y,SBrkr,728,1868,0,3,1,3,1,TA,Typ,1,BuiltIn,Fin,2,TA,TA,Y,268,112,1,2007,WD,Abnorml,178000
1167,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1694,1694,GasA,Ex,Y,SBrkr,0,1694,0,2,0,3,1,Gd,Typ,0,Attchd,RFn,3,TA,TA,Y,160,33,2,2010,WD,Normal,245350
243,50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,540,540,GasA,Gd,N,FuseA,551,1440,0,1,0,3,1,TA,Typ,0,Attchd,Unf,1,Fa,TA,Y,0,0,4,2006,WD,Normal,79000
198,75,RL,174.0,25419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,140,1360,GasA,Gd,Y,SBrkr,1360,3112,1,2,0,4,1,Gd,Typ,1,Detchd,Unf,2,TA,TA,Y,0,16,3,2006,WD,Abnorml,235000
1356,80,RL,102.0,10192,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,143.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,570,570,GasA,Gd,Y,SBrkr,698,1920,0,3,0,4,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,0,98,9,2006,WD,Normal,170000
522,20,RL,90.0,11988,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,467,1244,GasA,Ex,Y,FuseA,0,1244,0,1,1,3,1,TA,Typ,2,Attchd,Unf,1,TA,TA,Y,0,40,5,2007,WD,Normal,150000
1290,60,RL,86.0,11065,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1085,1085,GasA,Ex,Y,SBrkr,850,1970,0,2,1,3,1,Ex,Typ,1,BuiltIn,Fin,3,TA,TA,Y,177,74,10,2006,New,Partial,281000
1353,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,698,698,GasA,TA,Y,SBrkr,390,1176,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,N,210,0,7,2009,WD,Normal,134900
799,60,RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1926,1926,GasA,Ex,Y,SBrkr,1174,3140,0,3,1,4,1,Ex,Typ,2,BuiltIn,Fin,3,TA,TA,Y,144,78,7,2009,New,Partial,485000
1458,70,RL,66.0,9042,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275,Unf,877,1152,GasA,Ex,Y,SBrkr,1152,2340,0,2,0,4,1,Gd,Typ,2,Attchd,RFn,1,TA,TA,Y,0,60,5,2010,WD,Normal,266500
1392,90,RL,65.0,8944,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1584,1584,GasA,TA,Y,SBrkr,0,1584,0,2,0,4,2,TA,Mod,0,Detchd,Unf,3,TA,TA,Y,0,152,4,2009,WD,Normal,124000
394,30,RL,70.01578947368421,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,522,788,GasA,TA,Y,FuseA,0,788,0,1,0,2,1,TA,Typ,2,,,0,,,Y,0,0,4,2006,WD,Abnorml,100000
1323,60,RL,107.0,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,76,750,GasA,Ex,Y,SBrkr,862,1923,1,2,1,3,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,240,39,6,2010,WD,Normal,190000
912,20,RL,70.01578947368421,9286,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,Unf,1072,1268,GasA,TA,Y,SBrkr,0,1268,0,1,1,3,1,Gd,Typ,0,Detchd,Unf,1,TA,TA,Y,173,0,10,2009,WD,Normal,143500
91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,FuseA,0,1040,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,29,7,2006,WD,Normal,109900
760,60,RL,65.0,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,1198,1318,GasA,Ex,Y,SBrkr,1203,2531,0,2,1,4,1,Gd,Typ,1,Attchd,RFn,3,TA,TA,Y,222,98,11,2007,WD,Normal,290000
832,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,600,600,GasA,Ex,Y,SBrkr,600,1200,0,2,1,2,1,Gd,Typ,0,Detchd,RFn,2,TA,TA,Y,0,166,6,2006,WD,Normal,151000
1302,70,RL,70.01578947368421,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,224,771,GasA,Fa,Y,SBrkr,741,1494,0,1,0,3,1,Gd,Typ,2,Attchd,Unf,1,TA,TA,P,0,0,11,2009,WD,Normal,177500
943,90,RL,42.0,7711,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440,Unf,0,1440,GasA,TA,Y,SBrkr,0,1440,2,2,0,4,2,TA,Typ,0,,,0,,,N,321,0,8,2007,Oth,Abnorml,150000
794,20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1496,1496,GasA,Ex,Y,SBrkr,0,1496,0,2,0,3,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,168,130,6,2007,New,Partial,225000
859,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1090,1090,GasA,TA,Y,SBrkr,0,1370,0,2,0,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,0,6,2009,WD,Family,152000
672,70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,121,672,GasA,TA,N,SBrkr,672,1369,1,2,0,3,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,147,0,7,2009,WD,Normal,103600
597,70,RM,60.0,3600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,684,684,GasA,Ex,N,FuseA,684,1368,0,1,0,3,1,TA,Typ,0,Detchd,Unf,1,TA,Fa,N,0,158,10,2006,WD,Normal,114504
462,70,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,0,560,GasA,Ex,Y,SBrkr,560,1135,1,1,0,3,1,Gd,Typ,0,Detchd,RFn,2,TA,TA,Y,256,0,4,2009,WD,Normal,155000
512,120,RL,40.0,6792,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1368,1368,GasA,Ex,Y,SBrkr,0,1368,0,2,0,2,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,132,35,3,2006,New,Partial,202665
534,20,RL,50.0,5000,Pave,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,0.0,Fa,Fa,Slab,,,,,0,,0,0,GasA,Fa,N,FuseF,0,334,0,1,0,1,1,Fa,Typ,0,,,0,,,N,0,0,1,2007,WD,Normal,39300
535,60,RL,74.0,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,707,707,GasA,Ex,Y,SBrkr,707,1414,0,2,1,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,100,35,10,2006,WD,Normal,178000
111,50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,994,GasA,Gd,Y,SBrkr,639,1855,0,2,0,4,1,TA,Typ,0,Attchd,Unf,1,TA,TA,Y,182,0,10,2006,WD,Normal,136900
1427,60,RL,81.0,10944,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,448.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000,Unf,223,1223,GasA,Ex,Y,SBrkr,904,2127,1,2,1,3,1,Gd,Typ,2,Attchd,RFn,2,TA,TA,Y,171,132,8,2008,WD,Normal,271000
762,30,RM,60.0,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,740,1145,GasA,TA,Y,SBrkr,0,1301,0,1,0,2,1,Fa,Min1,0,Detchd,Unf,2,TA,TA,Y,0,0,10,2009,WD,Normal,100000
962,60,RL,70.01578947368421,12227,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896,Unf,434,1330,GasA,TA,Y,SBrkr,1330,2872,1,2,1,4,1,TA,Typ,1,Attchd,Fin,2,TA,TA,Y,550,282,7,2008,WD,Normal,272000
285,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,1145,1575,GasA,Gd,Y,SBrkr,0,1575,1,2,0,2,1,Gd,Typ,0,Attchd,RFn,2,TA,TA,Y,0,0,7,2007,WD,Normal,179200
506,90,RM,60.0,7596,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,360.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,960,960,GasA,Gd,Y,SBrkr,1000,1960,0,2,0,4,2,TA,Typ,0,Detchd,Unf,2,TA,TA,N,0,0,7,2009,COD,Normal,124500
679,20,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,2046,2046,GasA,Ex,Y,SBrkr,0,2046,0,2,1,3,1,Gd,Typ,1,Attchd,Fin,3,TA,TA,Y,322,82,7,2009,New,Partial,372500
1129,60,RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,1112,1959,0,2,1,4,1,Gd,Typ,1,BuiltIn,Fin,2,TA,TA,Y,100,48,7,2007,WD,Normal,215000
437,50,RM,40.0,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,648,GasA,TA,Y,FuseA,384,1118,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,0,10,2006,WD,Normal,116000
642,60,FV,70.01578947368421,7050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,319,1057,GasA,Ex,Y,SBrkr,872,1929,1,2,1,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,0,235,5,2007,WD,Normal,226000
440,50,RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,684,684,GasA,Gd,Y,SBrkr,512,1196,0,1,0,3,1,Gd,Typ,0,Detchd,Unf,2,TA,TA,Y,0,46,8,2009,ConLI,Normal,110000
502,60,FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,466,866,GasA,Gd,Y,SBrkr,902,1768,0,2,1,3,1,Gd,Typ,0,Attchd,RFn,2,TA,TA,Y,0,108,2,2008,WD,Normal,226700
217,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,490,1436,GasA,Ex,Y,SBrkr,0,1436,1,2,0,3,1,Gd,Typ,0,Attchd,Unf,2,TA,TA,Y,139,98,4,2008,WD,Normal,210000
964,20,RL,122.0,11923,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1800,1800,GasA,Ex,Y,SBrkr,0,1800,0,2,0,2,1,Ex,Typ,0,Attchd,Fin,2,TA,TA,Y,288,136,5,2009,WD,Normal,239000
563,30,RL,63.0,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,706,996,GasA,Ex,Y,SBrkr,0,996,1,1,0,3,1,TA,Typ,1,,,0,,,Y,144,0,7,2008,WD,Normal,108000
233,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,483,483,GasA,TA,Y,SBrkr,504,987,0,1,1,2,1,TA,Typ,1,Attchd,Unf,1,TA,TA,Y,0,0,6,2006,WD,Normal,94500
824,50,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,778,778,GasA,TA,Y,SBrkr,545,1489,0,2,0,3,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,335,0,7,2009,WD,Normal,139500
1045,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,1420,2524,GasA,TA,Y,SBrkr,0,2524,1,2,1,4,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,474,120,7,2009,WD,Normal,278000
1386,50,RM,40.0,5436,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735,Unf,61,796,GasA,Gd,Y,SBrkr,358,1154,1,1,0,3,1,Gd,Typ,0,Detchd,Unf,1,TA,TA,N,0,96,5,2010,WD,Normal,125500
581,20,RL,70.01578947368421,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,331,1144,GasA,Ex,Y,SBrkr,0,1429,0,1,0,3,1,Gd,Typ,2,Attchd,Unf,2,TA,TA,Y,216,110,6,2007,WD,Normal,181900
